bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher23158,The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,3.82,1585420824,9781585420827,eng,320,228,12,3/5/2001,"Tarcher"
22128,Patriots (The Coming Collapse),James Wesley, Rawles,3.63,156384155X,9781563841552,eng,342,38,4,1/15/1999,Huntington House Publishers
15136,The Adventuress,Audrey Niffenegger,3.33,081097052X,9780810970526,eng,144,1058,148,9/1/2006,Abrams
25355,Art Out of Time: Unknown Comics Visionaries  1900-1969,Dan Nadel,4.05,0810958384,9780810958388,eng,320,226,24,6/1/2006,Abrams
5376,Dragon's Eye (Stonefort  #1),James A. Hetley,3.43,0441013724,9780441013722,en-US,368,133,16,10/31/2006,Ace
14770,Neuromancer,William Gibson,3.90,0441012035,9780441012039,eng,384,1647,175,11/2/2004,Ace
15490,Faith of Tarot (Tarot  #3),Piers Anthony,3.49,0441225659,9780441225651,eng,304,1273,11,4/15/1987,Ace
15497,Hard Sell,Piers Anthony,3.38,0441317480,9780441317486,eng,268,700,14,5/1/1993,Ace
15509,Fractal Mode (Mode  #2),Piers Anthony,3.64,0441251269,9780441251261,eng,344,3456,30,12/1/1992,Ace
16653,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,3.79,0441294278,9780441294275,eng,293,244,36,2/1/1991,Ace
16656,The Castle of  the Silver Wheel,Teresa Edgerton,3.94,0441092756,9780441092758,eng,278,89,4,2/1/1993,Ace
16682,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,044101237X,9780441012374,eng,211,6329,145,12/28/2004,Ace
18394,The Mirror of Merlin,T.A. Barron,4.06,0441009654,9780441009657,eng,288,6661,54,7/30/2002,Ace
20879,The 97th Step (Matador  #5),Steve Perry,4.22,0441581056,9780441581054,eng,304,744,9,12/1/1989,Ace
21608,The Accidental Time Machine,Joe Haldeman,3.70,0441014992,9780441014996,eng,278,6572,660,8/7/2007,Ace
21615,The Coming,Joe Haldeman,3.09,0441008763,9780441008766,eng,278,690,71,11/1/2001,Ace
24827,Ship of Fools,Richard Paul Russo,3.74,0441008933,9780441008933,eng,370,2192,206,12/31/2001,Ace
26578,The Eye of Charon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #2),Richard A. Knaak,3.91,0441014453,9780441014453,en-GB,288,43,4,9/26/2006,Ace
35148,Betcha Can't Read Just One,Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem,3.92,0441248837,9780441248834,eng,242,51,1,12/1/1993,Ace
35178,Interlopers,Alan Dean Foster,3.33,044100847X,9780441008476,eng,313,269,23,5/1/2001,Ace
40884,Galactic Effectuator,Jack Vance,3.69,0441272320,9780441272327,eng,219,286,13,11/1/1981,Ace
41451,The Hero and the Crown (Damar  #2),Robin McKinley,4.21,0441004997,9780441004997,eng,227,71,7,2/1/1985,Ace
43545,The Once and Future King (The Once and Future King  #1-4),T.H. White,4.07,0441627404,9780441627400,eng,639,85082,2921,6/15/1987,Ace
17214,Starship Troopers,Robert A. Heinlein,4.01,0441783589,9780441783588,eng,335,164740,3962,5/15/1987,Ace Book
103,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.84,0441294677,9780441294671,eng,423,2785,166,6/15/1987,Ace Books
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,0441172695,9780441172696,eng,331,97494,2359,7/15/1987,Ace Books
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.86,0441328008,9780441328000,eng,471,45388,644,8/15/1987,Ace Books
354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,0441748600,9780441748600,en-US,434,10293,193,6/1/1988,Ace Books
13658,The Other Wind (Earthsea Cycle  #6),Ursula K. Le Guin/Samuel Roukin,4.12,044101125X,9780441011254,eng,211,14393,635,9/30/2003,Ace Books
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.70,0441094996,9780441094998,en-US,388,19427,572,6/1/1988,Ace Books
17863,Accelerando,Charles Stross,3.88,0441014151,9780441014156,eng,415,16527,971,7/1/2006,Ace Books
19820,Cygnet (Cygnet  #1-2),Patricia A. McKillip,4.07,0441014836,9780441014835,en-US,406,543,35,3/6/2007,Ace Books
19823,Od Magic,Patricia A. McKillip,3.98,0441013341,9780441013340,eng,315,3140,265,6/6/2006,Ace Books
40893,Madouc (Lyonesse  #3),Jack Vance,4.15,0441505325,9780441505326,eng,426,1825,71,8/1/1991,Ace Books
28468,Fantastic Alice,Margaret Weis/Esther M. Friesner/Roger Zelazny/Bruce Holland Rogers/Robin Wayne Bailey/Janet Pack/Lawrence Schimel/Jody Lynn Nye/Janet Asimov/Lisa Mason/Jane Lindskold/Mickey Zucker Reichert/Lawrence Watt-Evans/Peter Crowther/Gary A. Braunbeck/Connie Hirsch/Tobin Larson/Kevin T. Stein,3.40,0441002536,9780441002535,eng,291,147,14,12/1/1995,Ace Trade
17216,Starship Troopers,Robert A. Heinlein,4.01,1568654308,9781568654300,eng,205,172,20,8/1/1997,Ace/SFBC
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461,9782742741465,fre,1075,21,1,11/7/2002,Actes Sud
11765,Americana,Don DeLillo,3.43,2868698220,9782868698223,eng,454,3683,238,8/10/1993,Actes Sud
24635,Rob Roy,Walter Scott,3.70,0543899403,9780543899408,eng,537,4,0,11/16/2000,Adamant Media Corporation
26439,Absolute C++,Walter J. Savitch,3.83,0321468937,9780321468932,eng,943,36,4,3/1/2007,Addison Wesley
5358,The Firm,Robin Waterfield/John Grisham,4.01,0582418275,9780582418271,eng,76,540910,3378,2/15/2000,Addison Wesley Publishing Company
5545,The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.60,0201500647,9780201500646,en-US,3,78,7,1/1/1989,Addison Wesley Publishing Company
5770,The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,0201061961,9780201061963,eng,471,27,2,6/1/1989,Addison Wesley Publishing Company
17280,The Feynman Lectures on Physics Vol 3,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.63,0805390499,9780805390490,eng,384,716,15,9/1/2005,Addison Wesley Publishing Company
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,4.31,020161622X,9780201616224,eng,321,12563,699,10/30/1999,Addison-Wesley Professional
27862,Algorithms in C  Parts 1-4: Fundamentals  Data Structures  Sorting  Searching,Robert Sedgewick,4.16,0201314525,0785342314526,en-GB,720,140,3,9/27/1997,Addison-Wesley Professional
44936,Refactoring: Improving the Design of Existing Code,Martin Fowler/Kent Beck/Don Roberts/Erich Gamma,4.24,0201485672,9780201485677,eng,431,6086,222,7/8/1999,Addison-Wesley Professional
22197,Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,3.74,1932450750,9781932450750,eng,204,49,10,8/1/2004,Advantage World Press
498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,0932813860,9780932813862,eng,100,102,2,12/1/2000,Adventures Unlimited Press
22408,Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,3.73,1931882207,9781931882200,en-US,100,62,7,9/15/2005,Adventures Unlimited Press
7911,Five Little Peppers and How They Grew (Five Little Peppers  #1),Margaret Sidney,4.03,1416916172,9781416916178,eng,352,22023,395,6/1/2006,Aladdin
12558,The Moon Lady,Amy Tan/Gretchen Schields,3.97,0689806167,9780689806162,eng,32,1388,64,11/1/1995,Aladdin
13860,The Wizard's Apprentice (The Keepers  #2),Jackie French Koller/Rebecca Guay,3.80,0689855923,9780689855924,eng,175,353,20,12/1/2003,Aladdin
27804,The Trumpeter of Krakow,Eric P. Kelly/Janina Domanska,3.76,0689829922,9780689829925,eng,224,54,13,6/1/1999,Aladdin
34153,Climb the Family Tree  Jesse Bear!,Nancy White Carlstrom/Bruce Degen,3.49,0689807015,9780689807015,en-US,32,63,9,7/1/2004,Aladdin
35846,The Chocolate-Covered Contest (Nancy Drew  #151),Carolyn Keene,3.89,067103443X,9780671034436,en-US,160,520,17,9/1/1999,Aladdin
37674,The Call of the Wild,Jack London/Gary Paulsen,3.86,0689856741,9780689856747,eng,139,2210,157,2/1/2003,Aladdin
11308,Seaward,Susan Cooper,3.97,0020421907,9780020421900,eng,167,1756,72,4/30/1987,Aladdin Paperbacks
11831,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,3.96,0689863624,9780689863622,eng,359,16021,594,7/1/2003,Aladdin Paperbacks
13654,Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,3.94,0689845332,9780689845338,eng,281,1269,93,9/1/2001,Aladdin Paperbacks
35958,Sagwa  the Chinese Siamese Cat,Amy Tan/Gretchen Schields,4.03,0689846177,9780689846175,eng,40,995,57,9/1/2001,Aladdin Paperbacks
43049,The Sea Wolf,Jack London,4.04,1598184318,9781598184310,eng,425,19091,851,6/1/2005,Alan Rodgers Books
8771,When I Feel Angry,Nancy Cote/Cornelia Maude Spelman,3.98,0807588970,9780807588970,eng,24,113,4,1/1/2000,Albert Whitman  Company
9479,The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.90,080755538X,9780807555385,eng,128,312,9,1/1/2003,Albert Whitman  Company
8750,L'Aube du désert,Waris Dirie/Jeanne d' Haem,3.83,2226135510,9782226135513,fre,288,1,0,11/1/2002,Albin Michel
11519,Les Fils des ténèbres,Dan Simmons,3.71,2226074740,9782226074744,fre,464,6,0,10/1/1994,Albin Michel
11570,Dreamcatcher,Stephen King/William Olivier Desmond/Maria Teresa Marenco,3.63,2226131906,9782226131904,fre,688,136312,1617,3/1/2002,Albin Michel
43063,Menace Invisible (Admiral Arnold Morgan  #3),Patrick Robinson,4.01,2226114971,9782226114976,fre,384,3,0,3/1/2000,Albin Michel
8964,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,4.21,1577780728,9781577780724,eng,383,19217,271,1/15/1999,Albury Publishing
25810,Legend of the Five Rings RPG,Rich Wulf/Shawn Carman/Seth Mason/Rob Vaux/Katie Yates/Brian Yoon/Fred Wan/D.J. Trindle,3.78,1594720355,9781594720352,eng,318,169,6,6/6/2005,Alderac Entertainment Group
24188,Secrets of the Scorpion,Jed Carleton/Shawn Carman/Seth Mason/Robert    Lee/Travis Heerman/Aaron Medwin/Matthew S. Armstrong/D.J. Trindle/Cris Dornaus/Eric Steiger,3.68,1887953795,9781887953795,eng,96,44,0,4/1/2003,Alderac Entertainment Group (AEG)
2543,Las intermitencias de la muerte,José Saramago/Pilar del Río,4.00,9587043642,9789587043648,spa,274,2862,306,12/1/2005,Alfaguara
8373,El Reino Animal,Sergio Ramírez,3.69,9707705736,9789707705739,spa,256,16,4,7/1/2006,Alfaguara
11027,No me cogeréis vivo: artículos 2001-2005,Arturo Pérez-Reverte,4.16,8420469432,9788420469430,spa,537,199,5,11/10/2005,Alfaguara
45568,El Superzorro,Roald Dahl/Horacio Elena,4.05,9681907191,9789681907198,spa,96,174,20,6/1/2000,Alfaguara Infantil
698,Digging to America,Anne Tyler,3.55,0307263940,9780307263940,eng,277,17155,1841,5/2/2006,Alfred A. Knopf
6326,Collected Stories,Roald Dahl/Jeremy Treglown,4.39,0307264904,9780307264909,eng,850,346,43,10/17/2006,Alfred A. Knopf
6689,James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,0375814248,9780375814242,eng,146,328542,4733,9/10/2002,Alfred A. Knopf
7045,The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,3.72,0394735307,9780394735306,en-US,1090,317,55,7/12/1978,Alfred A. Knopf
9815,The View from Castle Rock,Alice Munro,3.68,1400042828,9781400042821,eng,349,3459,423,11/7/2006,Alfred A. Knopf
9833,Blind Willow  Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,3.84,1400044618,9781400044610,eng,333,22847,1280,8/29/2006,Alfred A. Knopf
11482,Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson/Marion Post Wolcott,4.07,0394577299,9780394577296,eng,297,14,3,4/21/1992,Alfred A. Knopf
12203,Frost,Thomas Bernhard/Michael Hofmann,3.88,1400040663,9781400040667,eng,342,731,69,10/17/2006,Alfred A. Knopf
13929,Wildwood Dancing (Wildwood  #1),Juliet Marillier,4.09,0375833641,9780375833649,eng,407,24751,2219,1/23/2007,Alfred A. Knopf
14282,Runaway,Alice Munro,3.98,140004281X,9781400042814,eng,335,633,115,10/28/2004,Alfred A. Knopf
16670,A Madman Dreams of Turing Machines,Janna Levin,3.68,1400040302,9781400040308,eng,230,1136,180,8/22/2006,Alfred A. Knopf
18826,House of Meetings,Martin Amis,3.41,1400044553,9781400044559,eng,241,1917,206,1/16/2007,Alfred A. Knopf
23228,Boy Meets Boy,David Levithan,3.84,0375832998,9780375832994,eng,185,59799,3373,5/10/2005,Alfred A. Knopf
26805,The Sibley Field Guide to Birds of Western North America,David Allen Sibley,4.69,0679451218,9780679451211,en-US,473,730,36,4/29/2003,Alfred A. Knopf
40187,Confessions of a French Baker: Breadmaking Secrets  Tips  and Recipes,Peter Mayle/Gerard Auzet,3.64,140004474X,9781400044740,en-US,91,405,52,10/25/2005,Alfred A. Knopf
45118,The Devil's Feather,Minette Walters,3.63,0307264629,9780307264626,eng,349,2343,153,8/22/2006,Alfred A. Knopf
45313,After the Quake,Haruki Murakami/Jay Rubin,3.78,0375413901,9780375413902,eng,182,564,84,8/13/2002,Alfred A. Knopf
45316,Sputnik Sweetheart,Haruki Murakami/Philip Gabriel,3.83,0375411690,9780375411694,eng,210,582,92,4/24/2001,Alfred A. Knopf
45486,His Dark Materials (His Dark Materials  #1-3),Philip Pullman,4.26,0375847227,9780375847226,eng,933,2656,260,4/10/2007,Alfred A. Knopf
45480,The Amber Spyglass (His Dark Materials  #3),Philip Pullman/Ian Beck,4.09,0375846735,9780375846731,en-US,518,562,61,9/1/2007,Alfred A. Knopf Books for Young Readers
43074,Enslaved by Ducks,Bob Tarte,3.44,1565124502,9781565124509,eng,308,2263,448,10/1/2004,Algonquin Books
27776,La caída,Albert Camus/Manuel de Lope,4.04,8420637017,9788420637013,spa,128,233,20,9/19/2005,Alianza Editorial
10909,The Tenth Circle,Jodi Picoult,3.50,074349671X,9780743496711,eng,416,108646,5039,10/24/2006,Allen & Ulwin
29625,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,0713912545,9780713912548,en-GB,467,7,1,6/1/1979,Allen Lane
681,Natural Cures "They" Don't Want You to Know about,Kevin Trudeau,3.09,0975599518,9780975599518,en-US,571,1601,284,1/1/2004,Alliance Publishing
38429,The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting,Robert Benedetti,3.65,0205479804,9780205479801,eng,160,5,1,10/1/2005,Allyn & Bacon
40536,The Complete Idiot's Guide to Business Plans,Gwen Moran,3.32,1592574009,9781592574001,eng,314,16,4,10/4/2005,Alpha Books
44539,Stir-Fry,Emma Donoghue,3.59,1555837239,9781555837235,eng,240,1565,97,12/29/2006,Alyson Books
6302,The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,America's Test Kitchen,4.35,1933615095,9781933615097,eng,312,193,7,9/1/2006,America's Test Kitchen
6763,Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,3.42,1580402518,9781580402514,eng,301,33,4,10/15/2006,American Diabetes Association
16229,Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,4.05,1584850558,9781584850557,en-US,128,170,5,12/31/2001,American Girl Publishing Inc
21089,The Feelings Book: The Care & Keeping of Your Emotions,Lynda Madison/Bonnie Timmons/Norm Bendell,4.16,1584855282,9781584855286,eng,104,782,51,9/1/2002,American Girl Publishing Inc
21093,What Would You Do? (American Girl Library),Patti Kelley Criswell/Norm Bendell,4.26,1584858745,9781584858744,en-US,63,77,5,7/1/2004,American Girl Publishing Inc
4315,Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,3.55,9774248449,9789774248443,ara,349,122,12,3/15/2004,American University in Cairo Press
9107,Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,3.38,1584281340,9781584281344,eng,124,51,0,7/1/2004,Amherst Media
9100,Portrait Photographer's Handbook,Bill Hurter,3.62,1584281405,9781584281405,eng,128,16,1,9/28/2004,Amherst Media  Inc.
67,The Known World,Edward P. Jones,3.83,0061159174,9780061159176,eng,388,29686,2626,8/29/2006,Amistad
7611,sex.lies.murder.fame.,Lolita Files,3.79,0060786809,9780060786809,eng,368,205,27,1/10/2006,Amistad
8787,The White Masai,Corinne Hofmann/Peter Millar,3.45,0061131520,9780061131523,eng,320,4504,491,10/10/2006,Amistad
10907,The Pursuit of Happyness,Chris Gardner,4.19,0060744871,9780060744878,eng,320,21292,756,10/24/2006,Amistad
37415,Their Eyes Were Watching God,Zora Neale Hurston,3.91,0061120065,9780061120060,eng,219,220309,9536,5/30/2006,Amistad
38068,The Complete Stories,Zora Neale Hurston/Henry Louis Gates Jr./Sieglinde Lemke,4.25,0060921714,9780060921712,eng,336,756,45,1/5/1996,Amistad
44184,Monster,Walter Dean Myers,3.72,0064407314,9780064407311,eng,281,56171,5341,3/5/2019,Amistad
11752,Lost in the City,Edward P. Jones,4.03,006079528X,9780060795283,eng,268,2228,241,11/30/2004,Amistad Press
1643,El último lector,Ricardo Piglia,4.14,8433968777,9788433968777,spa,209,331,24,7/15/2009,Anagrama
1646,Respiración artificial,Ricardo Piglia,3.96,8433924710,9788433924711,spa,218,1279,77,3/1/2008,Anagrama
38664,Pedro Páramo,Juan Rulfo,4.05,8433920707,9788433920706,spa,122,504,44,10/31/2013,Anagrama
3717,Stranger than Fiction,Chuck Palahniuk,3.57,0385722222,9780385722223,eng,233,18210,629,5/10/2005,Anchor
4248,The Da Vinci Code,Dan Brown,3.84,1400079179,9781400079179,eng,489,13934,1459,3/28/2006,Anchor
5015,Saturday,Ian McEwan,3.63,1400076196,9781400076192,eng,289,52576,3332,4/11/2006,Anchor
5497,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,0385499094,9780385499095,eng,168,1282,139,4/4/2000,Anchor
5503,The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63,0385499221,9780385499224,eng,112,809,93,6/6/2000,Anchor
6869,The Child in Time,Ian McEwan,3.58,0385497520,9780385497527,eng,263,8285,543,11/2/1999,Anchor
6871,Black Dogs,Ian McEwan,3.44,0385494327,9780385494328,eng,149,7938,490,12/29/1998,Anchor
7034,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,4.08,140007570X,9781400075706,eng,256,1070,73,3/14/2006,Anchor
9156,101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,4.00,0385033982,9780385033985,en-US,560,203,12,5/20/1975,Anchor
11900,72 Hour Hold,Bebe Moore Campbell,3.81,1400033616,9781400033614,eng,336,1746,184,7/11/2006,Anchor
12540,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,4.19,1400079098,9781400079094,eng,251,21507,1664,3/8/2005,Anchor
14305,The Greenlanders,Jane Smiley,3.90,1400095468,9781400095469,eng,608,2013,311,9/13/2005,Anchor
15905,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,3.69,1400095085,9781400095087,eng,128,4833,479,12/28/2004,Anchor
16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.85,0385722435,9780385722438,eng,208,23926,4356,9/17/2002,Anchor
16276,John Henry Days,Colson Whitehead,3.65,0385498209,9780385498203,eng,400,1940,186,5/14/2002,Anchor
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,4.29,0385495323,9780385495325,eng,412,16531,977,8/29/2000,Anchor
20351,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,4.08,0385491735,9780385491730,eng,498,908,56,11/10/1998,Anchor
22284,Diary,Chuck Palahniuk,3.61,1400032814,9781400032815,eng,262,65139,2120,9/14/2004,Anchor
22288,Haunted,Chuck Palahniuk,3.59,1400032822,9781400032822,eng,419,78280,3745,4/11/2006,Anchor
22473,On the Origins of War and the Preservation of Peace,Donald Kagan,4.01,0385423756,9780385423755,eng,573,520,30,1/1/1996,Anchor
23011,In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Alister E. McGrath,3.97,0385722168,9780385722162,eng,354,515,76,2/19/2002,Anchor
24455,For Her Own Good: Two Centuries of the Experts' Advice to Women,Barbara Ehrenreich/Deirdre English,3.97,1400078008,9781400078004,en-US,410,2126,123,1/4/2005,Anchor
25319,Flashman on the March (The Flashman Papers  #12),George MacDonald Fraser,4.08,1400096464,9781400096466,en-US,352,1646,66,11/14/2006,Anchor
27200,Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,3.77,0385495544,9780385495547,eng,352,2470,233,7/27/2004,Anchor
27308,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,3.99,0385721277,9780385721271,eng,306,5755,575,2/22/2005,Anchor
27432,The Art of the Personal Essay: An Anthology from the Classical Era to the Present,Phillip Lopate,4.19,038542339X,9780385423397,eng,777,2136,108,1/15/1997,Anchor
28184,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),Alexander McCall Smith,4.06,1400075718,9781400075713,eng,256,22370,952,3/13/2007,Anchor
30680,Up in the Air,Walter Kirn,2.86,0385722370,9780385722377,eng,320,3504,490,9/24/2002,Anchor
32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.90,1400033179,9781400033171,eng,304,696,49,4/19/2005,Anchor
32488,Playing Shakespeare: An Actor's Guide,John   Barton/Luann Walther,4.35,0385720858,9780385720854,eng,288,456,27,8/21/2001,Anchor
38412,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,4.25,0385493622,9780385493628,eng,315,19473,692,9/8/1998,Anchor
41097,What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicated,Peter D'Epiro/Mary Desmond Pinkowish,3.77,0385490623,9780385490627,eng,560,231,19,12/1/1998,Anchor
15521,I Maccabees,Jonathan  A. Goldstein/Anonymous,3.96,0385085338,9780385085335,eng,592,8,0,6/16/1976,Anchor Bible
1241,A Million Little Pieces,James Frey,3.65,0307276902,9780307276902,eng,515,206011,10821,9/22/2005,Anchor Books
1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.00,1400032806,9781400032808,eng,399,7481,1022,7/10/2003,Anchor Books
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,0385494785,9780385494786,eng,368,351406,11701,10/19/1999,Anchor Books
5139,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.74,0307275558,9780307275554,eng,432,744569,7247,5/30/2006,Anchor Books
5205,A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,3.81,0385720106,9780385720106,en-GB,400,68554,1476,12/3/1999,Anchor Books
